placeID;Days1;Days2;Days3;Days4;Days5
132866;Mon;Tue;Wed;Thu;Fri
132866;Sat;;;;
132866;Sun;;;;
132865;Mon;Tue;Wed;Thu;Fri
132865;Sat;;;;
132865;Sun;;;;
132864;Mon;Tue;Wed;Thu;Fri
132864;Sat;;;;
132864;Sun;;;;
132863;Mon;Tue;Wed;Thu;Fri
132863;Sat;;;;
132863;Sun;;;;
132862;Mon;Tue;Wed;Thu;Fri
132862;Sat;;;;
132862;Sun;;;;
132861;Mon;Tue;Wed;Thu;Fri
132861;Sat;;;;
132861;Sun;;;;
132860;Mon;Tue;Wed;Thu;Fri
132860;Sat;;;;
132860;Sun;;;;
132859;Mon;Tue;Wed;Thu;Fri
132859;Sat;;;;
132859;Sun;;;;
132858;Mon;Tue;Wed;Thu;Fri
132858;Sat;;;;
132858;Sun;;;;
132857;Mon;Tue;Wed;Thu;Fri
132857;Sat;;;;
132857;Sun;;;;
132856;Mon;Tue;Wed;Thu;Fri
132856;Sat;;;;
132856;Sun;;;;
132855;Mon;Tue;Wed;Thu;Fri
132855;Sat;;;;
132855;Sun;;;;
132854;Mon;Tue;Wed;Thu;Fri
132854;Sat;;;;
132854;Sun;;;;
132853;Mon;Tue;Wed;Thu;Fri
132853;Sat;;;;
132853;Sun;;;;
132852;Mon;Tue;Wed;Thu;Fri
132852;Sat;;;;
132852;Sun;;;;
132851;Mon;Tue;Wed;Thu;Fri
132851;Sat;;;;
132851;Sun;;;;
132850;Mon;Tue;Wed;Thu;Fri
132850;Sat;;;;
132850;Sun;;;;
132849;Mon;Tue;Wed;Thu;Fri
132849;Sat;;;;
132849;Sun;;;;
132848;Mon;Tue;Wed;Thu;Fri
132848;Sat;;;;
132848;Sun;;;;
132847;Mon;Tue;Wed;Thu;Fri
132847;Sat;;;;
132847;Sun;;;;
132846;Mon;Tue;Wed;Thu;Fri
132846;Sat;;;;
132846;Sun;;;;
132845;Mon;Tue;Wed;Thu;Fri
132845;Sat;;;;
132845;Sun;;;;
132844;Mon;Tue;Wed;Thu;Fri
132844;Sat;;;;
132844;Sun;;;;
132843;Mon;Tue;Wed;Thu;Fri
132843;Sat;;;;
132843;Sun;;;;
132842;Mon;Tue;Wed;Thu;Fri
132842;Sat;;;;
132842;Sun;;;;
132841;Mon;Tue;Wed;Thu;Fri
132841;Sat;;;;
132841;Sun;;;;
132840;Mon;Tue;Wed;Thu;Fri
132840;Sat;;;;
132840;Sun;;;;
132839;Mon;Tue;Wed;Thu;Fri
132839;Sat;;;;
132839;Sun;;;;
132838;Mon;Tue;Wed;Thu;Fri
132838;Sat;;;;
132838;Sun;;;;
132837;Mon;Tue;Wed;Thu;Fri
132837;Sat;;;;
132837;Sun;;;;
132836;Mon;Tue;Wed;Thu;Fri
132836;Sat;;;;
132836;Sun;;;;
132835;Mon;Tue;Wed;Thu;Fri
132835;Sat;;;;
132835;Sun;;;;
132834;Mon;Tue;Wed;Thu;Fri
132834;Sat;;;;
132834;Sun;;;;
132833;Mon;Tue;Wed;Thu;Fri
132833;Sat;;;;
132833;Sun;;;;
132832;Mon;Tue;Wed;Thu;Fri
132832;Sat;;;;
132832;Sun;;;;
132831;Mon;Tue;Wed;Thu;Fri
132831;Sat;;;;
132831;Sun;;;;
132830;Mon;Tue;Wed;Thu;Fri
132830;Sat;;;;
132830;Sun;;;;
132829;Mon;Tue;Wed;Thu;Fri
132829;Sat;;;;
132829;Sun;;;;
132828;Mon;Tue;Wed;Thu;Fri
132828;Sat;;;;
132828;Sun;;;;
132827;Mon;Tue;Wed;Thu;Fri
132827;Sat;;;;
132827;Sun;;;;
132826;Mon;Tue;Wed;Thu;Fri
132826;Sat;;;;
132826;Sun;;;;
132825;Mon;Tue;Wed;Thu;Fri
132825;Sat;;;;
132825;Sun;;;;
132824;Mon;Tue;Wed;Thu;Fri
132824;Sat;;;;
132824;Sun;;;;
132823;Mon;Tue;Wed;Thu;Fri
132823;Sat;;;;
132823;Sun;;;;
132822;Mon;Tue;Wed;Thu;Fri
132822;Sat;;;;
132822;Sun;;;;
132821;Mon;Tue;Wed;Thu;Fri
132821;Sat;;;;
132821;Sun;;;;
132820;Mon;Tue;Wed;Thu;Fri
132820;Sat;;;;
132820;Sun;;;;
132819;Mon;Tue;Wed;Thu;Fri
132819;Sat;;;;
132819;Sun;;;;
132818;Mon;Tue;Wed;Thu;Fri
132818;Sat;;;;
132818;Sun;;;;
132817;Mon;Tue;Wed;Thu;Fri
132817;Sat;;;;
132817;Sun;;;;
132816;Mon;Tue;Wed;Thu;Fri
132816;Sat;;;;
132816;Sun;;;;
132815;Mon;Tue;Wed;Thu;Fri
132815;Sat;;;;
132815;Sun;;;;
132813;Mon;Tue;Wed;Thu;Fri
132813;Sat;;;;
132813;Sun;;;;
132812;Mon;Tue;Wed;Thu;Fri
132812;Sat;;;;
132812;Sun;;;;
132811;Mon;Tue;Wed;Thu;Fri
132811;Sat;;;;
132811;Sun;;;;
132810;Mon;Tue;Wed;Thu;Fri
132810;Sat;;;;
132810;Sun;;;;
132809;Mon;Tue;Wed;Thu;Fri
132809;Sat;;;;
132809;Sun;;;;
132808;Mon;Tue;Wed;Thu;Fri
132808;Sat;;;;
132808;Sun;;;;
132807;Mon;Tue;Wed;Thu;Fri
132807;Sat;;;;
132807;Sun;;;;
132806;Mon;Tue;Wed;Thu;Fri
132806;Sat;;;;
132806;Sun;;;;
132805;Sat;;;;
132805;Mon;Tue;Wed;Thu;Fri
132805;Sun;;;;
132804;Mon;Tue;Wed;Thu;Fri
132804;Sat;;;;
132804;Sun;;;;
132803;Mon;Tue;Wed;Thu;Fri
132803;Sat;;;;
132803;Sun;;;;
132802;Mon;Tue;Wed;Thu;Fri
132802;Sat;;;;
132802;Sun;;;;
132801;Mon;Tue;Wed;Thu;Fri
132801;Sat;;;;
132801;Sun;;;;
132799;Mon;Tue;Wed;Thu;Fri
132799;Sat;;;;
132799;Sun;;;;
132798;Mon;Tue;Wed;Thu;Fri
132798;Sat;;;;
132798;Sun;;;;
132797;Mon;Tue;Wed;Thu;Fri
132797;Sat;;;;
132797;Sun;;;;
132796;Mon;Tue;Wed;Thu;Fri
132796;Sat;;;;
132796;Sun;;;;
132795;Mon;Tue;Wed;Thu;Fri
132795;Sat;;;;
132795;Sun;;;;
132794;Mon;Tue;Wed;Thu;Fri
132794;Sat;;;;
132794;Sun;;;;
132793;Mon;Tue;Wed;Thu;Fri
132793;Sat;;;;
132793;Sun;;;;
132792;Mon;Tue;Wed;Thu;Fri
132792;Sat;;;;
132792;Sun;;;;
132791;Mon;Tue;Wed;Thu;Fri
132791;Sat;;;;
132791;Sun;;;;
132790;Mon;Tue;Wed;Thu;Fri
132790;Sat;;;;
132790;Sun;;;;
132789;Mon;Tue;Wed;Thu;Fri
132789;Sat;;;;
132789;Sun;;;;
132788;Mon;Tue;Wed;Thu;Fri
132788;Sat;;;;
132788;Sun;;;;
132787;Mon;Tue;Wed;Thu;Fri
132787;Sat;;;;
132787;Sun;;;;
132786;Mon;Tue;Wed;Thu;Fri
132786;Sat;;;;
132786;Sun;;;;
132785;Mon;Tue;Wed;Thu;Fri
132785;Sat;;;;
132785;Sun;;;;
132784;Mon;Tue;Wed;Thu;Fri
132784;Sat;;;;
132784;Sun;;;;
132783;Mon;Tue;Wed;Thu;Fri
132783;Sat;;;;
132783;Sun;;;;
132782;Mon;Tue;Wed;Thu;Fri
132782;Sat;;;;
132782;Sun;;;;
132781;Mon;Tue;Wed;Thu;Fri
132781;Sat;;;;
132781;Sun;;;;
132780;Mon;Tue;Wed;Thu;Fri
132780;Sat;;;;
132780;Sun;;;;
132779;Mon;Tue;Wed;Thu;Fri
132779;Sat;;;;
132779;Sun;;;;
132778;Mon;Tue;Wed;Thu;Fri
132778;Sat;;;;
132778;Sun;;;;
132777;Mon;Tue;Wed;Thu;Fri
132777;Sat;;;;
132777;Sun;;;;
132776;Mon;Tue;Wed;Thu;Fri
132776;Sat;;;;
132776;Sun;;;;
132775;Mon;Tue;Wed;Thu;Fri
132775;Sat;;;;
132775;Sun;;;;
132774;Mon;Tue;Wed;Thu;Fri
132774;Sat;;;;
132774;Sun;;;;
132773;Mon;Tue;Wed;Thu;Fri
132773;Sat;;;;
132773;Sun;;;;
132772;Mon;Tue;Wed;Thu;Fri
132772;Sat;;;;
132772;Sun;;;;
132771;Mon;Tue;Wed;Thu;Fri
132771;Sat;;;;
132771;Sun;;;;
132770;Mon;Tue;Wed;Thu;Fri
132770;Sat;;;;
132770;Sun;;;;
132769;Mon;Tue;Wed;Thu;Fri
132769;Sat;;;;
132769;Sun;;;;
132768;Mon;Tue;Wed;Thu;Fri
132768;Sat;;;;
132768;Sun;;;;
132767;Mon;Tue;Wed;Thu;Fri
132767;Sat;;;;
132767;Sun;;;;
132766;Mon;Tue;Wed;Thu;Fri
132766;Sat;;;;
132766;Sun;;;;
132762;Mon;Tue;Wed;Thu;Fri
132762;Sat;;;;
132762;Sun;;;;
132761;Mon;Tue;Wed;Thu;Fri
132761;Sat;;;;
132761;Sun;;;;
132760;Mon;Tue;Wed;Thu;Fri
132760;Sat;;;;
132760;Sun;;;;
132759;Mon;Tue;Wed;Thu;Fri
132759;Sat;;;;
132759;Sun;;;;
132758;Mon;Tue;Wed;Thu;Fri
132758;Sat;;;;
132758;Sun;;;;
132757;Mon;Tue;Wed;Thu;Fri
132757;Sat;;;;
132757;Sun;;;;
132756;Mon;Tue;Wed;Thu;Fri
132756;Sat;;;;
132756;Sun;;;;
132755;Mon;Tue;Wed;Thu;Fri
132755;Sat;;;;
132755;Sun;;;;
132754;Mon;Tue;Wed;Thu;Fri
132754;Sat;;;;
132754;Sun;;;;
132753;Mon;Tue;Wed;Thu;Fri
132753;Sat;;;;
132753;Sun;;;;
132752;Mon;Tue;Wed;Thu;Fri
132752;Sat;;;;
132752;Sun;;;;
132751;Mon;Tue;Wed;Thu;Fri
132751;Sat;;;;
132751;Sun;;;;
132750;Mon;Tue;Wed;Thu;Fri
132750;Sat;;;;
132750;Sun;;;;
132749;Mon;Tue;Wed;Thu;Fri
132749;Sat;;;;
132749;Sun;;;;
132748;Mon;Tue;Wed;Thu;Fri
132748;Sat;;;;
132748;Sun;;;;
132747;Mon;Tue;Wed;Thu;Fri
132747;Sat;;;;
132747;Sun;;;;
132746;Mon;Tue;Wed;Thu;Fri
132746;Sat;;;;
132746;Sun;;;;
132745;Mon;Tue;Wed;Thu;Fri
132745;Sat;;;;
132745;Sun;;;;
132744;Mon;Tue;Wed;Thu;Fri
132744;Sat;;;;
132744;Sun;;;;
132743;Mon;Tue;Wed;Thu;Fri
132743;Sat;;;;
132743;Sun;;;;
132742;Mon;Tue;Wed;Thu;Fri
132742;Sat;;;;
132742;Sun;;;;
132741;Mon;Tue;Wed;Thu;Fri
132741;Sat;;;;
132741;Sun;;;;
132740;Mon;Tue;Wed;Thu;Fri
132740;Sat;;;;
132740;Sun;;;;
132739;Mon;Tue;Wed;Thu;Fri
132739;Sat;;;;
132739;Sun;;;;
132738;Mon;Tue;Wed;Thu;Fri
132738;Sat;;;;
132738;Sun;;;;
132737;Mon;Tue;Wed;Thu;Fri
132737;Sat;;;;
132737;Sun;;;;
132736;Mon;Tue;Wed;Thu;Fri
132736;Sat;;;;
132736;Sun;;;;
132735;Mon;Tue;Wed;Thu;Fri
132735;Sat;;;;
132735;Sun;;;;
132734;Mon;Tue;Wed;Thu;Fri
132734;Sat;;;;
132734;Sun;;;;
132733;Mon;Tue;Wed;Thu;Fri
132733;Sat;;;;
132733;Sun;;;;
132732;Mon;Tue;Wed;Thu;Fri
132732;Sat;;;;
132732;Sun;;;;
132731;Mon;Tue;Wed;Thu;Fri
132731;Sat;;;;
132731;Sun;;;;
132730;Mon;Tue;Wed;Thu;Fri
132730;Sat;;;;
132730;Sun;;;;
132729;Mon;Tue;Wed;Thu;Fri
132729;Sat;;;;
132729;Sun;;;;
132728;Mon;Tue;Wed;Thu;Fri
132728;Sat;;;;
132728;Sun;;;;
132727;Mon;Tue;Wed;Thu;Fri
132727;Sat;;;;
132727;Sun;;;;
132726;Mon;Tue;Wed;Thu;Fri
132726;Sat;;;;
132726;Sun;;;;
132725;Mon;Tue;Wed;Thu;Fri
132725;Sat;;;;
132725;Sun;;;;
132724;Mon;Tue;Wed;Thu;Fri
132724;Sat;;;;
132724;Sun;;;;
132723;Mon;Tue;Wed;Thu;Fri
132723;Sat;;;;
132723;Sun;;;;
132722;Mon;Tue;Wed;Thu;Fri
132722;Sat;;;;
132722;Sun;;;;
132721;Mon;Tue;Wed;Thu;Fri
132721;Sat;;;;
132721;Sun;;;;
132720;Mon;Tue;Wed;Thu;Fri
132720;Sat;;;;
132720;Sun;;;;
132719;Sat;;;;
132719;Mon;Tue;Wed;Thu;Fri
132719;Sun;;;;
132718;Mon;Tue;Wed;Thu;Fri
132718;Sat;;;;
132718;Sun;;;;
132717;Mon;Tue;Wed;Thu;Fri
132717;Sat;;;;
132717;Sun;;;;
132716;Mon;Tue;Wed;Thu;Fri
132716;Sat;;;;
132716;Sun;;;;
132715;Mon;Tue;Wed;Thu;Fri
132715;Sat;;;;
132715;Sun;;;;
132714;Mon;Tue;Wed;Thu;Fri
132714;Sat;;;;
132714;Sun;;;;
132713;Mon;Tue;Wed;Thu;Fri
132713;Sat;;;;
132713;Sun;;;;
132712;Mon;Tue;Wed;Thu;Fri
132712;Sat;;;;
132712;Sun;;;;
132711;Mon;Tue;Wed;Thu;Fri
132711;Sat;;;;
132711;Sun;;;;
132710;Mon;Tue;Wed;Thu;Fri
132710;Sat;;;;
132710;Sun;;;;
132709;Mon;Tue;Wed;Thu;Fri
132709;Sat;;;;
132709;Sun;;;;
132708;Mon;Tue;Wed;Thu;Fri
132708;Sat;;;;
132708;Sun;;;;
132707;Mon;Tue;Wed;Thu;Fri
132707;Sat;;;;
132707;Sun;;;;
132706;Mon;Tue;Wed;Thu;Fri
132706;Sat;;;;
132706;Sun;;;;
132705;Mon;Tue;Wed;Thu;Fri
132705;Sat;;;;
132705;Sun;;;;
132704;Mon;Tue;Wed;Thu;Fri
132704;Sat;;;;
132704;Sun;;;;
132703;Mon;Tue;Wed;Thu;Fri
132703;Sat;;;;
132703;Sun;;;;
132702;Mon;Tue;Wed;Thu;Fri
132702;Sat;;;;
132702;Sun;;;;
132701;Mon;Tue;Wed;Thu;Fri
132701;Sat;;;;
132701;Sun;;;;
132700;Mon;Tue;Wed;Thu;Fri
132700;Sat;;;;
132700;Sun;;;;
132699;Mon;Tue;Wed;Thu;Fri
132699;Sat;;;;
132699;Sun;;;;
132698;Mon;Tue;Wed;Thu;Fri
132698;Sat;;;;
132698;Sun;;;;
132697;Mon;Tue;Wed;Thu;Fri
132697;Sat;;;;
132697;Sun;;;;
132696;Mon;Tue;Wed;Thu;Fri
132696;Sat;;;;
132696;Sun;;;;
132695;Mon;Tue;Wed;Thu;Fri
132695;Sat;;;;
132695;Sun;;;;
132694;Mon;Tue;Wed;Thu;Fri
132694;Sat;;;;
132694;Sun;;;;
132693;Mon;Tue;Wed;Thu;Fri
132693;Sat;;;;
132693;Sun;;;;
132692;Mon;Tue;Wed;Thu;Fri
132692;Sat;;;;
132692;Sun;;;;
132691;Mon;Tue;Wed;Thu;Fri
132691;Sat;;;;
132691;Sun;;;;
132690;Mon;Tue;Wed;Thu;Fri
132690;Sat;;;;
132690;Sun;;;;
132689;Mon;Tue;Wed;Thu;Fri
132689;Sat;;;;
132689;Sun;;;;
132688;Mon;Tue;Wed;Thu;Fri
132688;Sat;;;;
132688;Sun;;;;
132687;Mon;Tue;Wed;Thu;Fri
132687;Sat;;;;
132687;Sun;;;;
132686;Mon;Tue;Wed;Thu;Fri
132686;Sat;;;;
132686;Sun;;;;
132685;Mon;Tue;Wed;Thu;Fri
132685;Sat;;;;
132685;Sun;;;;
132684;Mon;Tue;Wed;Thu;Fri
132684;Sat;;;;
132684;Sun;;;;
132683;Mon;Tue;Wed;Thu;Fri
132683;Sat;;;;
132683;Sun;;;;
132682;Mon;Tue;Wed;Thu;Fri
132682;Sat;;;;
132682;Sun;;;;
132681;Mon;Tue;Wed;Thu;Fri
132681;Sat;;;;
132681;Sun;;;;
132680;Mon;Tue;Wed;Thu;Fri
132680;Sat;;;;
132680;Sun;;;;
132679;Mon;Tue;Wed;Thu;Fri
132679;Sat;;;;
132679;Sun;;;;
132678;Mon;Tue;Wed;Thu;Fri
132678;Sat;;;;
132678;Sun;;;;
132677;Mon;Tue;Wed;Thu;Fri
132677;Sat;;;;
132677;Sun;;;;
132676;Mon;Tue;Wed;Thu;Fri
132676;Sat;;;;
132676;Sun;;;;
132675;Mon;Tue;Wed;Thu;Fri
132675;Sat;;;;
132675;Sun;;;;
132674;Mon;Tue;Wed;Thu;Fri
132674;Sat;;;;
132674;Sun;;;;
132673;Mon;Tue;Wed;Thu;Fri
132673;Sat;;;;
132673;Sun;;;;
132672;Mon;Tue;Wed;Thu;Fri
132672;Sat;;;;
132672;Sun;;;;
132671;Mon;Tue;Wed;Thu;Fri
132671;Sat;;;;
132671;Sun;;;;
132670;Mon;Tue;Wed;Thu;Fri
132670;Sat;;;;
132670;Sun;;;;
132669;Mon;Tue;Wed;Thu;Fri
132669;Sat;;;;
132669;Sun;;;;
132668;Mon;Tue;Wed;Thu;Fri
132668;Sat;;;;
132668;Sun;;;;
132667;Mon;Tue;Wed;Thu;Fri
132667;Sat;;;;
132667;Sun;;;;
132666;Mon;Tue;Wed;Thu;Fri
132666;Sat;;;;
132666;Sun;;;;
132665;Mon;Tue;Wed;Thu;Fri
132665;Sat;;;;
132665;Sun;;;;
132664;Mon;Tue;Wed;Thu;Fri
132664;Sat;;;;
132664;Sun;;;;
132663;Mon;Tue;Wed;Thu;Fri
132663;Sat;;;;
132663;Sun;;;;
132662;Mon;Tue;Wed;Thu;Fri
132662;Sat;;;;
132662;Sun;;;;
132661;Mon;Tue;Wed;Thu;Fri
132661;Sat;;;;
132661;Sun;;;;
132660;Mon;Tue;Wed;Thu;Fri
132660;Sat;;;;
132660;Sun;;;;
132659;Mon;Tue;Wed;Thu;Fri
132659;Sat;;;;
132659;Sun;;;;
132658;Mon;Tue;Wed;Thu;Fri
132658;Sat;;;;
132658;Sun;;;;
132657;Mon;Tue;Wed;Thu;Fri
132657;Sat;;;;
132657;Sun;;;;
132656;Mon;Tue;Wed;Thu;Fri
132656;Sat;;;;
132656;Sun;;;;
132655;Mon;Tue;Wed;Thu;Fri
132655;Sat;;;;
132655;Sun;;;;
132654;Mon;Tue;Wed;Thu;Fri
132654;Sat;;;;
132654;Sun;;;;
132653;Mon;Tue;Wed;Thu;Fri
132653;Sat;;;;
132653;Sun;;;;
132652;Mon;Tue;Wed;Thu;Fri
132652;Sat;;;;
132652;Sun;;;;
132651;Mon;Tue;Wed;Thu;Fri
132651;Sat;;;;
132651;Sun;;;;
132650;Mon;Tue;Wed;Thu;Fri
132650;Sat;;;;
132650;Sun;;;;
132649;Mon;Tue;Wed;Thu;Fri
132649;Sat;;;;
132649;Sun;;;;
132648;Mon;Tue;Wed;Thu;Fri
132648;Sat;;;;
132648;Sun;;;;
132647;Mon;Tue;Wed;Thu;Fri
132647;Sat;;;;
132647;Sun;;;;
132646;Mon;Tue;Wed;Thu;Fri
132646;Sat;;;;
132646;Sun;;;;
132645;Mon;Tue;Wed;Thu;Fri
132645;Sat;;;;
132645;Sun;;;;
132644;Mon;Tue;Wed;Thu;Fri
132644;Sat;;;;
132644;Sun;;;;
132643;Mon;Tue;Wed;Thu;Fri
132643;Sat;;;;
132643;Sun;;;;
132642;Mon;Tue;Wed;Thu;Fri
132642;Sat;;;;
132642;Sun;;;;
132641;Mon;Tue;Wed;Thu;Fri
132641;Sat;;;;
132641;Sun;;;;
132640;Mon;Tue;Wed;Thu;Fri
132640;Sat;;;;
132640;Sun;;;;
132639;Mon;Tue;Wed;Thu;Fri
132639;Sat;;;;
132639;Sun;;;;
132638;Mon;Tue;Wed;Thu;Fri
132638;Sat;;;;
132638;Sun;;;;
132637;Mon;Tue;Wed;Thu;Fri
132637;Sat;;;;
132637;Sun;;;;
132636;Sat;;;;
132636;Mon;Tue;Wed;Thu;Fri
132636;Sun;;;;
132635;Mon;Tue;Wed;Thu;Fri
132635;Sat;;;;
132635;Sun;;;;
132634;Mon;Tue;Wed;Thu;Fri
132634;Sat;;;;
132634;Sun;;;;
132633;Mon;Tue;Wed;Thu;Fri
132633;Sat;;;;
132633;Sun;;;;
132632;Mon;Tue;Wed;Thu;Fri
132632;Sat;;;;
132632;Sun;;;;
132631;Mon;Tue;Wed;Thu;Fri
132631;Sat;;;;
132631;Sun;;;;
132630;Mon;Tue;Wed;Thu;Fri
132630;Sat;;;;
132630;Sun;;;;
132629;Mon;Tue;Wed;Thu;Fri
132629;Sat;;;;
132629;Sun;;;;
132628;Mon;Tue;Wed;Thu;Fri
132628;Sat;;;;
132628;Sun;;;;
132626;Mon;Tue;Wed;Thu;Fri
132626;Sat;;;;
132626;Sun;;;;
132625;Mon;Tue;Wed;Thu;Fri
132625;Sat;;;;
132625;Sun;;;;
132624;Mon;Tue;Wed;Thu;Fri
132624;Sat;;;;
132624;Sun;;;;
132623;Mon;Tue;Wed;Thu;Fri
132623;Sat;;;;
132623;Sun;;;;
132622;Mon;Tue;Wed;Thu;Fri
132622;Sat;;;;
132622;Sun;;;;
132621;Mon;Tue;Wed;Thu;Fri
132621;Sat;;;;
132621;Sun;;;;
132620;Mon;Tue;Wed;Thu;Fri
132620;Sat;;;;
132620;Sun;;;;
132619;Mon;Tue;Wed;Thu;Fri
132619;Sat;;;;
132619;Sun;;;;
132618;Mon;Tue;Wed;Thu;Fri
132618;Sat;;;;
132618;Sun;;;;
132617;Mon;Tue;Wed;Thu;Fri
132617;Sat;;;;
132617;Sun;;;;
132616;Mon;Tue;Wed;Thu;Fri
132616;Sat;;;;
132616;Sun;;;;
132615;Mon;Tue;Wed;Thu;Fri
132615;Sat;;;;
132615;Sun;;;;
132614;Mon;Tue;Wed;Thu;Fri
132614;Sat;;;;
132614;Sun;;;;
132613;Mon;Tue;Wed;Thu;Fri
132613;Sat;;;;
132613;Sun;;;;
132612;Mon;Tue;Wed;Thu;Fri
132612;Sat;;;;
132612;Sun;;;;
132611;Mon;Tue;Wed;Thu;Fri
132611;Sat;;;;
132611;Sun;;;;
132610;Mon;Tue;Wed;Thu;Fri
132610;Sat;;;;
132610;Sun;;;;
132609;Mon;Tue;Wed;Thu;Fri
132609;Sat;;;;
132609;Sun;;;;
132608;Mon;Tue;Wed;Thu;Fri
132608;Sat;;;;
132608;Sun;;;;
132607;Mon;Tue;Wed;Thu;Fri
132607;Sat;;;;
132607;Sun;;;;
132598;Mon;Tue;Wed;Thu;Fri
132598;Sat;;;;
132598;Sun;;;;
132597;Mon;Tue;Wed;Thu;Fri
132597;Sat;;;;
132597;Sun;;;;
132595;Mon;Tue;Wed;Thu;Fri
132595;Sat;;;;
132595;Sun;;;;
132594;Mon;Tue;Wed;Thu;Fri
132594;Sat;;;;
132594;Sun;;;;
132592;Mon;Tue;Wed;Thu;Fri
132592;Sat;;;;
132592;Sun;;;;
132591;Mon;Tue;Wed;Thu;Fri
132591;Sat;;;;
132591;Sun;;;;
132589;Mon;Tue;Wed;Thu;Fri
132589;Sat;;;;
132589;Sun;;;;
132588;Mon;Tue;Wed;Thu;Fri
132588;Sat;;;;
132588;Sun;;;;
132587;Mon;Tue;Wed;Thu;Fri
132587;Sat;;;;
132587;Sun;;;;
132586;Mon;Tue;Wed;Thu;Fri
132586;Sat;;;;
132586;Sun;;;;
132585;Mon;Tue;Wed;Thu;Fri
132585;Sat;;;;
132585;Sun;;;;
132584;Mon;Tue;Wed;Thu;Fri
132584;Sat;;;;
132584;Sun;;;;
132582;Mon;Tue;Wed;Thu;Fri
132582;Sat;;;;
132582;Sun;;;;
132581;Mon;Tue;Wed;Thu;Fri
132581;Sat;;;;
132581;Sun;;;;
132580;Mon;Tue;Wed;Thu;Fri
132580;Sat;;;;
132580;Sun;;;;
132579;Mon;Tue;Wed;Thu;Fri
132579;Sat;;;;
132579;Sun;;;;
132578;Mon;Tue;Wed;Thu;Fri
132578;Sat;;;;
132578;Sun;;;;
132577;Mon;Tue;Wed;Thu;Fri
132577;Sat;;;;
132577;Sun;;;;
132576;Mon;Tue;Wed;Thu;Fri
132576;Sat;;;;
132576;Sun;;;;
132575;Mon;Tue;Wed;Thu;Fri
132575;Sat;;;;
132575;Sun;;;;
132574;Mon;Tue;Wed;Thu;Fri
132574;Sat;;;;
132574;Sun;;;;
132573;Mon;Tue;Wed;Thu;Fri
132573;Sat;;;;
132573;Sun;;;;
132572;Mon;Tue;Wed;Thu;Fri
132572;Sat;;;;
132572;Sun;;;;
132571;Mon;Tue;Wed;Thu;Fri
132571;Sat;;;;
132571;Sun;;;;
132570;Mon;Tue;Wed;Thu;Fri
132570;Sat;;;;
132570;Sun;;;;
132569;Mon;Tue;Wed;Thu;Fri
132569;Sat;;;;
132569;Sun;;;;
132568;Mon;Tue;Wed;Thu;Fri
132568;Sat;;;;
132568;Sun;;;;
132567;Mon;Tue;Wed;Thu;Fri
132567;Sat;;;;
132567;Sun;;;;
132566;Mon;Tue;Wed;Thu;Fri
132566;Sat;;;;
132566;Sun;;;;
132565;Mon;Tue;Wed;Thu;Fri
132565;Sat;;;;
132565;Sun;;;;
132564;Mon;Tue;Wed;Thu;Fri
132564;Sat;;;;
132564;Sun;;;;
132563;Mon;Tue;Wed;Thu;Fri
132563;Sat;;;;
132563;Sun;;;;
132562;Mon;Tue;Wed;Thu;Fri
132562;Sat;;;;
132562;Sun;;;;
132561;Mon;Tue;Wed;Thu;Fri
132561;Sat;;;;
132561;Sun;;;;
132560;Mon;Tue;Wed;Thu;Fri
132560;Sat;;;;
132560;Sun;;;;
132557;Mon;Tue;Wed;Thu;Fri
132557;Sun;;;;
132557;Mon;Tue;Wed;Thu;Fri
132557;Sat;;;;
132557;Sat;;;;
132557;Sun;;;;
132545;Sat;;;;
132545;Sun;;;;
132545;Sun;;;;
132545;Mon;Tue;Wed;Thu;Fri
132545;Sat;;;;
132545;Mon;Tue;Wed;Thu;Fri
132544;Sat;;;;
132544;Sun;;;;
132544;Sun;;;;
132544;Mon;Tue;Wed;Thu;Fri
132544;Mon;Tue;Wed;Thu;Fri
132544;Sat;;;;
132536;Mon;Tue;Wed;Thu;Fri
132536;Mon;Tue;Wed;Thu;Fri
132535;Mon;Tue;Wed;Thu;Fri
132535;Mon;Tue;Wed;Thu;Fri
132535;Sat;;;;
132535;Sat;;;;
132532;Sat;;;;
132532;Mon;Tue;Wed;Thu;Fri
132532;Mon;Tue;Wed;Thu;Fri
132532;Sat;;;;
132531;Sat;;;;
132531;Sun;;;;
132531;Sun;;;;
132531;Mon;Tue;Wed;Thu;Fri
132531;Mon;Tue;Wed;Thu;Fri
132531;Sat;;;;
132530;Sun;;;;
132530;Sun;;;;
132530;Mon;Tue;Wed;Thu;Fri
132530;Mon;Tue;Wed;Thu;Fri
132530;Sat;;;;
132530;Sat;;;;
132527;Sun;;;;
132527;Sun;;;;
132527;Mon;Tue;Wed;Thu;Fri
132527;Mon;Tue;Wed;Thu;Fri
132527;Sat;;;;
132527;Sat;;;;
132521;Sun;;;;
132521;Sun;;;;
132521;Mon;Tue;Wed;Thu;Fri
132521;Mon;Tue;Wed;Thu;Fri
132521;Sat;;;;
132521;Sat;;;;
132518;Mon;Tue;Wed;Thu;Fri
132518;Mon;Tue;Wed;Thu;Fri
132498;Sat;;;;
132498;Sun;;;;
132498;Sun;;;;
132498;Mon;Tue;Wed;Thu;Fri
132498;Mon;Tue;Wed;Thu;Fri
132498;Mon;Tue;Wed;Thu;Fri
